fid,districtID,districtID_old,nameID,district_en,provinceID,province_bahasa,province_en,islandID,island_bahasa,island_en,district_bahasa,gfcf_2010,gfcf_2011,gfcf_2012,gfcf_2013,gfcf_2014,gfcf_2015,gfcf_2016,gfcf_2017,gfcf_2018,gfcf_2019,gfcf_2020,gfcf_2021,gfcf_2022,gfcf_2023,gfcf_2024,gfcf_2025
202,3315,3315,grobogan,Grobogan,33,Jawa Tengah,Central Java,3,Jawa,Java,Grobogan,1930.87,2075,2332.13,2481.4,2600.76,2694.01,2813.09,3023.82,3189.51,3357.23,3023.19,3259.41,3419.36,3595.33,3826.59,4161.57
203,3316,3316,blora,Blora,33,Jawa Tengah,Central Java,3,Jawa,Java,Blora,1191.21,1251.09,1393.95,1479.6,1557.12,1629.37,1726.03,1851.69,1976.21,2090.86,1936.72,2124.44,2273.47,2366.08,2490.32,2652.08
204,3317,3317,rembang,Rembang,33,Jawa Tengah,Central Java,3,Jawa,Java,Rembang,1727.88,1888.24,2077.72,2125.25,2214.73,2345.8,2492.67,2713.09,2937.64,3090.15,2898.38,3098.05,3321.45,3494.7,3673.57,3886.14
205,3318,3318,pati,Pati,33,Jawa Tengah,Central Java,3,Jawa,Java,Pati,4041.56,4418.7,4879.55,5259.96,5552.29,5706.38,5943.8,6274.67,6622.58,6996.43,6587.94,7069.31,7268.97,7580.91,8059.37,8858.6
206,3319,3319,kudus,Kudus,33,Jawa Tengah,Central Java,3,Jawa,Java,Kudus,5635.91,6247.33,6920.86,7206.81,7382.55,7688.54,8064.4,8605.13,9285.3,9690.34,9176.22,9729.82,10082.3,10459.65,10870.56,12022.52
207,3320,3320,jepara,Jepara,33,Jawa Tengah,Central Java,3,Jawa,Java,Jepara,2536.5,2730.42,3007.4,3143.52,3271.16,3428.18,3691.26,5251.74,6873.8,7725.81,7358.71,7846.75,8138.67,8420.92,9023.58,9919.67
208,3321,3321,demak,Demak,33,Jawa Tengah,Central Java,3,Jawa,Java,Demak,2930.09,3097.89,3337.22,3494.36,3673.41,3843.83,4043.36,4243.52,4478.36,4726.46,5188.07,5394.39,5537.15,5974.32,6401.67,6908.99
209,3322,3322,semarang,Semarang,33,Jawa Tengah,Central Java,3,Jawa,Java,Semarang,8396.78,9178.69,10180.17,10544.11,10950.76,11373.41,11947.18,12696.89,13768.87,14327.15,13460.47,14097,14494.53,15233.28,16347.67,17814.7
210,3323,3323,temanggung,Temanggung,33,Jawa Tengah,Central Java,3,Jawa,Java,Temanggung,1398.71,1509.81,1637.81,1700.96,1778.41,1871.57,1988.23,2122.63,2319.4,2485.71,2378.46,2607.51,2700.51,2822.31,3023.01,3214.57
211,3324,3324,kendal,Kendal,33,Jawa Tengah,Central Java,3,Jawa,Java,Kendal,4522.52,4915.83,5628.17,6096.41,6249.63,6539.81,6915.76,7394.8,7941.11,8343.58,7758.58,8220.63,8453.12,8960.61,9679.68,11649.12
212,3325,3325,batang,Batang,33,Jawa Tengah,Central Java,3,Jawa,Java,Batang,1540.21,1659.86,1816.47,1883.07,1961.04,2059.93,2191.28,2896.81,5610.14,5357.25,3839.55,4009.73,4150.42,4368.42,4792.71,5509.02
213,3326,3326,pekalongan,Pekalongan,33,Jawa Tengah,Central Java,3,Jawa,Java,Pekalongan,2045.58,2165.04,2374.61,2480.08,2603.87,2728.17,2946.5,3292.11,3665.36,3838.48,3566.12,3784.9,3963.76,4321.29,4706.77,5039.79
214,3327,3327,pemalang,Pemalang,33,Jawa Tengah,Central Java,3,Jawa,Java,Pemalang,1366.04,1459.52,1597.34,1667.76,1685.83,1696.88,1792.5,1914.92,2085.53,2291.46,2249.94,2436.2,2400.1,2521.09,2658.9,2952.13
215,3328,3328,tegal,Tegal,33,Jawa Tengah,Central Java,3,Jawa,Java,Tegal,3501.59,3787.31,4120.64,4330.73,4456.59,4603.37,4813.04,5054.92,5315.05,5573.08,5105.48,5391.29,5495.29,5708.09,6089.61,6481.42
216,3329,3329,brebes,Brebes,33,Jawa Tengah,Central Java,3,Jawa,Java,Brebes,2591.83,2816.38,3132.28,3233.8,3240.9,3326.15,3481.64,3741.62,4128.6,4299.25,4049.76,4243.89,4338.17,4466.03,4730.9,5130.02
217,3371,3371,kotamagelang,Magelang City,33,Jawa Tengah,Central Java,3,Jawa,Java,Kota Magelang,1965.5,2016.3,2178.01,2245.58,2334.85,2462.09,2575.6,2718.45,2921.11,3055.04,2891.11,3024.43,3062.42,3181.08,3349.87,3561.25
218,3372,3372,kotasurakarta,Surakarta City,33,Jawa Tengah,Central Java,3,Jawa,Java,Kota Surakarta,14461.46,14981.45,15649.21,16433.29,17391.05,18293.64,19387.62,20671.44,22507.26,23634.47,21347.62,22534.26,22790.73,23094.53,23925.25,24212.52
219,3373,3373,kotasalatiga,Salatiga City,33,Jawa Tengah,Central Java,3,Jawa,Java,Kota Salatiga,2606.76,2802.5,3052.1,3183.82,3309.36,3459.27,3655.43,3927.43,4241.06,4458.9,4150.35,4184.73,4265.78,4407.29,4627.55,4934.97
220,3374,3374,kotasemarang,Semarang City,33,Jawa Tengah,Central Java,3,Jawa,Java,Kota Semarang,55605.55,58957.76,62853.2,66104.55,69726.23,72574.94,78087.43,82252.09,86262.47,90264.29,82578.49,87457.76,87970.16,91843.81,98443.18,105859.12
221,3375,3375,kotapekalongan,Pekalongan City,33,Jawa Tengah,Central Java,3,Jawa,Java,Kota Pekalongan,1841.36,1902.37,2009.15,2135.15,2263.05,2388.08,2517.12,2660.37,2816.39,2946.88,2802.88,3002.26,3060.07,3279.76,3541.29,3620.33
222,3376,3376,kotategal,Tegal City,33,Jawa Tengah,Central Java,3,Jawa,Java,Kota Tegal,3326.14,3515.34,3709.01,3870.69,3964.64,4176.59,4361.21,4553.15,4814.28,5014.86,4720.58,4932.14,5144.6,5371.28,5703.01,5851.79
223,3401,3401,kulonprogo,Kulon Progo,34,Daerah Istimewa Yogyakarta,Yogyakarta,3,Jawa,Java,Kulon Progo,1388.67,1448.79,1514.76,1581.3,1670.51,1740.79,1847.73,2032.61,2796.88,4268.93,3422.78,3699.12,3873.57,4080.81,4376.81,4421.11
224,3402,3402,bantul,Bantul,34,Daerah Istimewa Yogyakarta,Yogyakarta,3,Jawa,Java,Bantul,2747.06,2860.86,3019.52,3173.42,3343.49,3501.51,3707.07,3883.05,4163.95,4352.87,3769.9,4080.73,4322.76,4605.03,4971.33,4900.57
225,3403,3403,gunungkidul,Gunung Kidul,34,Daerah Istimewa Yogyakarta,Yogyakarta,3,Jawa,Java,Gunung Kidul,2166.73,2267.01,2366.57,2474.18,2590.68,2706.37,2881.81,3011.91,3238.87,3453.25,3260.97,3612.65,3822.97,4069.71,4387.74,4421.97
226,3404,3404,sleman,Sleman,34,Daerah Istimewa Yogyakarta,Yogyakarta,3,Jawa,Java,Sleman,6959.2,7263.47,7715.36,8154.77,8637.17,9030.58,9580.97,10023.97,10970.34,11551.41,10011.03,10852.61,11457.79,12230.06,13626.87,16550.36
227,3471,3471,kotayogyakarta,Yogyakarta City,34,Daerah Istimewa Yogyakarta,Yogyakarta,3,Jawa,Java,Kota Yogyakarta,4208.39,4401.12,4634.37,4867.33,5131.27,5309.65,5594.21,5840.81,6180.03,6449.72,5547.82,6026.21,6285.8,6561.01,6765.98,6906.81
228,3501,3501,pacitan,Pacitan,35,Jawa Timur,East Java,3,Jawa,Java,Pacitan,2623.58,2741.06,2924.78,3083.21,3305.99,3447.89,3658.71,3900.35,4243.19,4431.01,4227.97,4299.52,4559.54,4735.36,4941.56,5170.01
229,3502,3502,ponorogo,Ponorogo,35,Jawa Timur,East Java,3,Jawa,Java,Ponorogo,2456.04,2560.24,2683.22,2800.21,2925.89,3114.2,3316.36,3544.74,3761.1,3943.5,3722.19,3774.36,3978.79,4193.96,4421.21,4655.48
230,3503,3503,trenggalek,Trenggalek,35,Jawa Timur,East Java,3,Jawa,Java,Trenggalek,1553,1619.98,1753.47,1847.9,1925.02,2040.17,2164.07,2295.99,2433.95,2552.74,2408.15,2438.4,2471.41,2602.72,2757.24,3000.83
231,3504,3504,tulungagung,Tulungagung,35,Jawa Timur,East Java,3,Jawa,Java,Tulungagung,4594.82,4825.71,5166.08,5445.9,5766.92,6012.17,6347.9,6766.74,7176.27,7561.91,7199.91,7290.98,7672.79,8053.8,8488.02,9081.67
232,3505,3505,blitar,Blitar,35,Jawa Timur,East Java,3,Jawa,Java,Blitar,4354.5,4618.85,4929.92,5274.23,5564.06,5813.95,6106.93,6457.21,6802.99,7202.1,6802.41,6920.03,7253.56,7447.5,7816.4,8244.84
233,3506,3506,kediri,Kediri,35,Jawa Timur,East Java,3,Jawa,Java,Kediri,5437.74,5750.4,6112.66,6393.92,6776.43,7130.21,7653.56,8138.25,8663.7,9091.84,8637.93,8773.56,9397.96,9980.94,10473.87,10516.6
234,3507,3507,malang,Malang,35,Jawa Timur,East Java,3,Jawa,Java,Malang,12422.68,13073.49,14247.65,15154.56,15764.57,16517.15,17535.89,18707.49,19892.59,20997.94,19923.02,20548.85,21169.38,22397.84,23642.23,25119.26
235,3508,3508,lumajang,Lumajang,35,Jawa Timur,East Java,3,Jawa,Java,Lumajang,3015.06,3135.6,3396.25,3567.05,3678.55,3846.02,4078.83,4319.36,4569.5,4762.1,4547.74,4659.36,4891.41,5157.42,5435.46,5700.94
236,3509,3509,jember,Jember,35,Jawa Timur,East Java,3,Jawa,Java,Jember,5848.88,6231.33,6777.47,7259.37,7621.88,8158.68,8582.2,9157.74,9737.29,10296.18,9745.24,9924.63,10449.89,11088.54,11771.41,12279.94
237,3510,3510,banyuwangi,Banyuwangi,35,Jawa Timur,East Java,3,Jawa,Java,Banyuwangi,9312.24,9890.36,10963.73,11656.87,12170.61,13613.31,14570.96,15578.54,16703.94,17926.7,16671.87,17156.95,17266.23,18345.68,19474.76,20764.81
238,3511,3511,bondowoso,Bondowoso,35,Jawa Timur,East Java,3,Jawa,Java,Bondowoso,2038.54,2149.21,2339.9,2518.33,2650.14,2810.17,2966.2,3141.42,3310.96,3495.23,3270.66,3313.25,3542.22,3735.68,3865.34,4056.42
239,3512,3512,situbondo,Situbondo,35,Jawa Timur,East Java,3,Jawa,Java,Situbondo,2045.42,2161.79,2300.96,2391.91,2531.08,2650.3,2803.12,2970.87,3149.94,3317.39,3127.93,3133.18,3301.95,3490.38,3602.77,3746.17
240,3513,3513,probolinggo,Probolinggo,35,Jawa Timur,East Java,3,Jawa,Java,Probolinggo,4084.95,4456.49,4976.84,5123.16,5248.7,5356,5632.61,5994.16,6415.04,6729.34,6416.88,6389.66,6612.7,6897.28,7219.64,7644.4
241,3514,3514,pasuruan,Pasuruan,35,Jawa Timur,East Java,3,Jawa,Java,Pasuruan,20913.39,21308.77,23565.4,25335.83,26867.81,28516.88,30340.09,32373.2,34472.35,36264.88,34746.79,34892.8,35242.24,36680.7,38612.64,40418.01
242,3515,3515,sidoarjo,Sidoarjo,35,Jawa Timur,East Java,3,Jawa,Java,Sidoarjo,29088.78,31477.06,33580.94,34721.87,35500.57,37039.42,38132.3,40635.57,42893,44841.63,42909.34,43789.39,47227.49,50634.55,53125.55,57144.96
243,3516,3516,mojokerto,Mojokerto,35,Jawa Timur,East Java,3,Jawa,Java,Mojokerto,8740.6,9210.25,10255.76,10988.81,11601.03,12203.17,12870.12,13598.14,14438.99,15295.06,14630.54,14633.86,15483.07,16316.04,16966.51,17869.16
244,3517,3517,jombang,Jombang,35,Jawa Timur,East Java,3,Jawa,Java,Jombang,5005.83,5356.01,5833.07,6227.32,6594.56,6918.29,7357.12,7840.02,8315.74,8731.68,8288.45,8501.28,8859.02,9239.96,9551.56,9939.58
245,3518,3518,nganjuk,Nganjuk,35,Jawa Timur,East Java,3,Jawa,Java,Nganjuk,3138.09,3273.57,3539.79,3702.21,3866.66,4070.75,4321.92,4586.28,4956.72,5259.59,5006.94,5094.52,5372.96,5642.4,5966.38,6323.89
246,3519,3519,madiun,Madiun,35,Jawa Timur,East Java,3,Jawa,Java,Madiun,2289.01,2398.15,2629.1,2841.47,3009.15,3254.12,3550.32,3878.43,4206.85,4429.19,4224.14,4265.49,4360.62,4533.54,4761.01,4958.91
247,3520,3520,magetan,Magetan,35,Jawa Timur,East Java,3,Jawa,Java,Magetan,1907.57,1995.52,2088.38,2175.46,2292.34,2390.81,2528.34,2676.35,2840.28,2997.92,2828.23,2906.73,3060.5,3230.12,3397.47,3598.02
248,3521,3521,ngawi,Ngawi,35,Jawa Timur,East Java,3,Jawa,Java,Ngawi,1815.95,1898.25,1965.76,2030.17,2088.97,2169.37,2341.13,2698.2,2918.41,3076.73,2929.64,2966.31,2971.53,3120.76,3266.91,3357.47
249,3522,3522,bojonegoro,Bojonegoro,35,Jawa Timur,East Java,3,Jawa,Java,Bojonegoro,6393.4,6819.32,7414.99,7929.35,8414.42,8763.17,9283.63,9982.53,10667.42,11411.26,11094.8,11267.12,12073.56,12699.01,13350.13,14013.02
250,3523,3523,tuban,Tuban,35,Jawa Timur,East Java,3,Jawa,Java,Tuban,11272.85,11695.64,12370.26,12753.51,13011.06,13506.42,14162.03,14962.53,15816.71,16525.02,15706.62,15709.59,16739.23,17615.27,18517.34,19526.47
251,3524,3524,lamongan,Lamongan,35,Jawa Timur,East Java,3,Jawa,Java,Lamongan,5159.2,5402.91,5907.46,6344.15,6512.54,6924.84,7455.61,7962.08,8429.22,8781.4,8197.42,8315.23,8740.69,9177.17,9629.88,9858.81
252,3525,3525,gresik,Gresik,35,Jawa Timur,East Java,3,Jawa,Java,Gresik,12822.33,13547.7,14873.39,15805.48,16531.74,18446.41,19464.97,20893.89,22540.83,23645.12,22624.65,23038.88,24466.84,25806.5,27047.97,28654.74
253,3526,3526,bangkalan,Bangkalan,35,Jawa Timur,East Java,3,Jawa,Java,Bangkalan,3035.29,3166.27,3665.68,3808.04,3980.35,4346.32,4608.01,4900.4,5200.59,5349.71,5109.08,5167,5265.64,5368.58,5657.21,5896.97
254,3527,3527,sampang,Sampang,35,Jawa Timur,East Java,3,Jawa,Java,Sampang,2432.12,2546.84,2694.61,2848.05,2979.74,3147.43,3360.69,3558.66,3802.25,3932.64,3769.13,3818.88,3976.28,4058.65,4271.44,4405.56
255,3528,3528,pamekasan,Pamekasan,35,Jawa Timur,East Java,3,Jawa,Java,Pamekasan,2181.08,2279.3,2416.75,2532.87,2658.57,2801.88,2958.28,3156.91,3362.43,3542.6,3301.25,3356.07,3471.98,3638.9,3938.88,4094.54
256,3529,3529,sumenep,Sumenep,35,Jawa Timur,East Java,3,Jawa,Java,Sumenep,3515.09,3699.48,4045.8,4337.54,4570.28,4764.47,5053.93,5358.87,5676.28,5963.35,5799.03,5941.37,6224.7,6589.91,6960.51,7174.06
257,3571,3571,kotakediri,Kediri City,35,Jawa Timur,East Java,3,Jawa,Java,Kota Kediri,9951.69,11429.97,12381.28,12707.76,13160.12,13830.23,14498.57,15133.2,15946.53,16599.74,15697.94,15792.31,16304.12,16882.38,17475.71,18288.98
258,3572,3572,kotablitar,Blitar City,35,Jawa Timur,East Java,3,Jawa,Java,Kota Blitar,601.01,623.26,670.67,697.19,722.51,762.62,807.13,855.59,907.98,950.08,897.7,911.69,962.39,1005.6,1057.88,1112.67
259,3573,3573,kotamalang,Malang City,35,Jawa Timur,East Java,3,Jawa,Java,Kota Malang,10042.31,10560.04,11313.5,12007.69,12505.08,13456.21,14330.2,15226.8,16256.96,17322.04,16496.33,16544.18,17926.6,19530.07,20446.03,21923.66
260,3574,3574,kotaprobolinggo,Probolinggo City,35,Jawa Timur,East Java,3,Jawa,Java,Kota Probolinggo,924.82,972.42,1076.48,1128.05,1172.5,1240.57,1330.34,1423.67,1534.75,1628.21,1531.89,1558.12,1711.92,1676.62,1748.51,1825.15
261,3575,3575,kotapasuruan,Pasuruan City,35,Jawa Timur,East Java,3,Jawa,Java,Kota Pasuruan,761.59,804.65,865.79,893.78,929.57,996.4,1062.35,1127.98,1197.15,1255.88,1195.45,1212.05,1281.09,1341.2,1415.58,1444.09
262,3576,3576,kotamojokerto,Mojokerto City,35,Jawa Timur,East Java,3,Jawa,Java,Kota Mojokerto,979.3,1030.25,1122.01,1179.7,1252.04,1339.25,1461.23,1515.59,1612.04,1691.26,1610.33,1628.06,1705.18,1725.48,1784.32,1854.16
263,3577,3577,kotamadiun,Madiun City,35,Jawa Timur,East Java,3,Jawa,Java,Kota Madiun,1160.58,1221.56,1331.19,1437.68,1524.14,1637.14,1760.09,1886.26,2028.14,2137.78,2038.82,2103.08,2231.74,2366.18,2526.41,2703.43
264,3578,3578,kotasurabaya,Surabaya City,35,Jawa Timur,East Java,3,Jawa,Java,Kota Surabaya,67091.98,71324.49,77509.88,81624.03,85048.81,89356.52,95166.51,101349.98,107799.58,113167.94,104649.28,105836.91,113903.86,118366.51,125709.37,133767.58
265,3579,3579,kotabatu,Batu City,35,Jawa Timur,East Java,3,Jawa,Java,Kota Batu,1942.7,2070.48,2275.68,2490.6,2704.24,2924.72,3094.2,3318.63,3536.25,3792.58,3545.43,3618.03,3777.16,4035.27,4149.35,4355.23
266,3601,3601,pandeglang,Pandeglang,36,Banten,Banten,3,Jawa,Java,Pandeglang,894.66,928.31,985.19,993.43,1006.55,1057.22,1110.21,1228.98,1298.56,1373.35,1372.76,1425.3,1470.88,1565.49,1646.85,1731.23
267,3602,3602,lebak,Lebak,36,Banten,Banten,3,Jawa,Java,Lebak,522.34,549.6,626.88,682.7,696.34,756.07,813.96,935.44,989.72,1057.74,1057.28,1099.45,1139.86,1175.78,1203.66,1262.13
268,3603,3603,tangerang,Tangerang,36,Banten,Banten,3,Jawa,Java,Tangerang,11591.11,12699.94,14596.89,15037.64,15576.7,16641.55,17640.8,19527.91,20783.59,22278.58,22056.56,23147.61,24360.81,26530.63,27464.87,28783.63
269,3604,3604,serang,Serang,36,Banten,Banten,3,Jawa,Java,Serang,10275.41,11017.28,11885.87,12419.74,12933.02,13674.91,14692.5,17699.35,18966.75,19782.07,19836.3,20582.08,20984.93,21562.13,22064.88,22974.31
270,3671,3671,kotatangerang,Tangerang City,36,Banten,Banten,3,Jawa,Java,Kota Tangerang,18306.16,20625.03,22982.72,24540.47,25643.39,27507.07,29655.29,32414.8,35346.99,37561.98,37354.15,39251.48,40746.78,41863.67,43157.5,45484.5
271,3672,3672,kotacilegon,Cilegon City,36,Banten,Banten,3,Jawa,Java,Kota Cilegon,21669.7,22613.91,23735.85,23859.82,24079.59,25139.14,26084.97,26081.44,27264.92,28963.71,28956.07,30152.23,31261.5,33216.09,34279.42,35754.71
272,3673,3673,kotaserang,Serang City,36,Banten,Banten,3,Jawa,Java,Kota Serang,4274.79,5017.45,6059.87,6188.27,6245.81,6955.32,7426.27,7750.8,8234.53,8788.04,8793.88,9005.59,9277.12,9474.42,9608.2,10135.4
273,3674,3674,kotatangerangselatan,South Tangerang City,36,Banten,Banten,3,Jawa,Java,Kota Tangerang Selatan,14128.12,15359.54,15937.57,16644.71,17530.64,18137.15,18948.68,20657.96,22659.67,23872.44,23778.74,25060.99,26082.5,26488.28,26943.09,28305.82
274,5101,5101,jembrana,Jembrana,51,Bali,Bali,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Jembrana,1476.07,1624.09,1752.61,1828.01,1889.15,2013.58,2147.8,2277.68,2409.12,2442.34,2254.78,2216.52,2266.39,2335.5,2451.1,2582.94
275,5102,5102,tabanan,Tabanan,51,Bali,Bali,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Tabanan,1845.21,2090.63,2224.5,2303.76,2383.21,2556.68,2768.79,2921.6,3157.34,3300.42,3031.34,2798.92,2847.35,2908.69,3093.46,3227.35
276,5103,5103,badung,Badung,51,Bali,Bali,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Badung,8232.32,9539.52,10565.5,11073.7,11120.65,11857.74,12890.37,13644.66,14795.04,15403.79,13412.63,12342.13,12659.14,13131.95,13923.09,14787.55
277,5104,5104,gianyar,Gianyar,51,Bali,Bali,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Gianyar,3794.71,4260.67,4653.96,4978.68,5115.35,5382.59,5790.71,6094.84,6487.84,6800.77,6249.81,6168.85,6251.24,6369.14,6616.41,6989.25
278,5105,5105,klungkung,Klungkung,51,Bali,Bali,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Klungkung,1121.05,1236.53,1308.49,1381.05,1430.83,1526.53,1648.33,1730.28,1859.38,1954.05,1744.65,1733.17,1777.79,1836.49,1948.28,2038.76
279,5106,5106,bangli,Bangli,51,Bali,Bali,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Bangli,1018.69,1129.69,1206.54,1254.47,1294.41,1379.68,1478.88,1560.2,1695.04,1753.57,1684.95,1677.47,1693.52,1724.54,1813.15,1884.6
280,5107,5107,karangasem,Karangasem,51,Bali,Bali,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Karangasem,980.14,1098.46,1168.98,1209.97,1267.13,1366.24,1486.14,1566.33,1704.3,1759.69,1621.68,1604.09,1644.21,1675.65,1740.94,1840.03
281,5108,5108,buleleng,Buleleng,51,Bali,Bali,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Buleleng,3520.37,3858.57,4154.79,4348.46,4492.38,4772.09,5160.41,5373.47,5790.91,6034.42,5596.18,5407.59,5563.01,5724.72,6105.26,6447.9
282,5171,5171,kotadenpasar,Denpasar City,51,Bali,Bali,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Kota Denpasar,7153.64,8286.84,9200.19,9732.88,9842.35,10664.16,11576.44,11986.37,13124.11,13693.56,11415.16,11283.95,11584.84,11999.41,12691.48,13591.74
283,5201,5201,lombokbarat,West Lombok,52,Nusa Tenggara Barat,West Nusa Tenggara,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Lombok Barat,2342.38,2475.59,2651.66,2748.72,2875.04,3134.43,3398.08,3579.25,3588.86,3834.04,3484.35,3658.87,3450.93,3756.42,3794.58,3892.58
284,5202,5202,lomboktengah,Central Lombok,52,Nusa Tenggara Barat,West Nusa Tenggara,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Lombok Tengah,2905.63,3058.88,3298.93,3386.31,3490.9,3864.46,4212.06,4446.06,4647.31,5008.07,5075.56,5649.87,5351.64,5808.1,5932.03,5995.45
285,5203,5203,lomboktimur,East Lombok,52,Nusa Tenggara Barat,West Nusa Tenggara,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Lombok Timur,2996.42,3123.37,3276.7,3453.89,3553.05,3913.46,4331.17,4547.23,4707.64,5047.04,4775.69,5012.49,5046.66,5463.82,5646.11,5852.6
286,5204,5204,sumbawa,Sumbawa,52,Nusa Tenggara Barat,West Nusa Tenggara,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Sumbawa,2147.06,2284.9,2535.96,2596.99,2694.77,2940.15,3171.76,3306.99,3502.05,3732.25,3532,3583.7,3593.67,3874.61,4020.35,4031.23
287,5205,5205,dompu,Dompu,52,Nusa Tenggara Barat,West Nusa Tenggara,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Dompu,972.42,1107.46,1358.92,1359.32,1360.48,1483.09,1573.99,1627.05,1699.23,1776.31,1703.53,1747.1,1768.72,1908.56,1983,2000.5
288,5206,5206,bima,Bima,52,Nusa Tenggara Barat,West Nusa Tenggara,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Bima,1729.53,1823.57,2065.29,2105.73,2190.47,2385.28,2558.38,2644.79,2747.42,2910.12,2771.54,2807.09,2729.23,2948.54,3033.94,3065.84
289,5207,5207,sumbawabarat,West Sumbawa,52,Nusa Tenggara Barat,West Nusa Tenggara,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Sumbawa Barat,1913.37,2049.93,2374.5,2306.7,2369.96,2593.33,2698.88,2753.64,2889.52,3012.3,3024.07,3025.11,3072.2,3537.02,3634.15,3645.69
290,5208,5208,lombokutara,North Lombok,52,Nusa Tenggara Barat,West Nusa Tenggara,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Lombok Utara,809.75,848.58,916.34,946.85,972.85,1050.68,1096.46,1148.29,1144.04,1324.67,1226.54,1262.33,1271.91,1403.77,1435.26,1467.15
291,5271,5271,kotamataram,Mataram City,52,Nusa Tenggara Barat,West Nusa Tenggara,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Kota Mataram,2505.07,2653.35,2861.77,3007.55,3136.88,3483.98,3786.03,4069.8,4218.76,4601.56,4107.79,4288.93,4307.66,4657.58,4739.82,4932.08
292,5272,5272,kotabima,Bima City,52,Nusa Tenggara Barat,West Nusa Tenggara,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Kota Bima,683.68,678.67,721.4,732.71,757.14,823,887.98,974.84,1046.34,1099.35,983.12,1016.11,946.8,1037.64,1053.7,1054.97
293,5301,5301,sumbabarat,West Sumba,53,Nusa Tenggara Timur,East Nusa Tenggara ,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Sumba Barat,208.68,235.98,249.17,299.31,367.76,418.99,489.76,519.95,544.35,562.8,523.87,548.12,556.07,594.31,612.15,606.26
294,5302,5302,sumbatimur,East Sumba,53,Nusa Tenggara Timur,East Nusa Tenggara ,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Sumba Timur,780.99,857.65,898.24,1025.29,1220.84,1310.31,1481.61,1642.32,1694.76,1790.59,1681.72,1767.29,1788.96,1878.68,1913.48,1913.26
295,5303,5303,kupang,Kupang,53,Nusa Tenggara Timur,East Nusa Tenggara ,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Kupang,1045.18,1123.32,1257.94,1347.85,1408.52,1464.23,1635.37,1812.13,1918.41,2049.82,1908.36,1991.19,1991.56,2090.02,2153.94,2152.74
296,5304,5304,timortengahselatan,South Central Timor,53,Nusa Tenggara Timur,East Nusa Tenggara ,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Timor Tengah Selatan,929.09,1048.76,1119.12,1234.21,1346.57,1439.9,1583.99,1679.53,1769.85,1822.85,1687.15,1746.52,1775.19,1869.6,1878.73,1766.37
297,5305,5305,timortengahutara,North Central Timor,53,Nusa Tenggara Timur,East Nusa Tenggara ,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Timor Tengah Utara,676.34,725.41,774.21,821.64,907.86,963.48,1083.97,1173.75,1227.45,1265.44,1164.87,1206.74,1203.32,1269.71,1286.68,1286.54
298,5306,5306,belu,Belu,53,Nusa Tenggara Timur,East Nusa Tenggara ,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Belu,460.01,496.81,557.83,607.62,814.03,877.95,984.85,1111.62,1160.61,1227.89,1163.98,1189.02,1184.88,1258.03,1269.98,1260.18
299,5307,5307,alor,Alor,53,Nusa Tenggara Timur,East Nusa Tenggara ,5,Bali-Nusa Tenggara,Bali-Nusa Tenggara,Alor,415.3,456.5,483.31,538.61,644.08,711.37,805.35,851.49,897.94,932.92,863.98,907,921.15,975.93,989.43,966
